,beam,class,cleaned_text,class_labels
2315,it no i completely understand that but these new fordable plans have jeff,8,it no i completely understand that but these new fordable plans have jeff,not_intrested
2322,no completely maybe years old i may be years old,8,no completely maybe years old i may be years old,not_intrested
2343,it no i completely understand that but these new fordable plans have just been approved in your state and every way qualified no,8,it no i completely understand that but these new fordable plans have just been approved in your state and every way qualified no,not_intrested
2345,it no thank you i come,8,it no thank you i come,not_intrested
2348,no i completely understand that,8,no i completely understand that,not_intrested
2363,it now i will donate my remains to i,8,it now i will donate my remains to i,not_intrested
2390,it you know,8,it you know,not_intrested
2393,it i m sorry i can,8,it i m sorry i can,not_intrested
2407,no i completely understand understand that,8,no i completely understand understand that,not_intrested
2409,really wouldn t but thank you for calling good bye i,8,really wouldn t but thank you for calling good bye i,not_intrested
2418,it now i completely understand that but these new fordable plans have just been approved in your state and everyone qualified as a man oh,8,it now i completely understand that but these new fordable plans have just been approved in your state and everyone qualified as a man oh,not_intrested
2419,i m not a citizen that i m not a senior,8,i m not a citizen that i m not a senior,not_intrested
2442,it no i m not going to die,8,it no i m not going to die,not_intrested
2448,it oh no i,8,it oh no i,not_intrested
2472,it no i completely understand that but these new fordable plans have just been approved,8,it no i completely understand that but these new fordable plans have just been approved,not_intrested
2481,it no thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,8,it no thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,not_intrested
2482,me that s not me i not only fixed income of so security all right thanks i,8,me that s not me i not only fixed income of so security all right thanks i,not_intrested
2483,it no no i m all ready for something,8,it no no i m all ready for something,not_intrested
2496,it no thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so are products,8,it no thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so are products,not_intrested
2498,it no i completely understand that but these new fordable plans have just been approved in your state and ever,8,it no i completely understand that but these new fordable plans have just been approved in your state and ever,not_intrested
2515,no please remove me from your list,8,no please remove me from your list,not_intrested
2523,it i don t think so but thank you very much,8,it i don t think so but thank you very much,not_intrested
2524,no thank you bar,8,no thank you bar,not_intrested
2547,no thank you i completely understand that can you hear me,8,no thank you i completely understand that can you hear me,not_intrested
2563,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now no thank you,8,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now no thank you,not_intrested
2566,it no bacon i completely,8,it no bacon i completely,not_intrested
2581,it to you i,8,it to you i,not_intrested
2590,it now a complete can you hear me,8,it now a complete can you hear me,not_intrested
2602,i m not a serious intent this,8,i m not a serious intent this,not_intrested
2607,it i know i completely understand that,8,it i know i completely understand that,not_intrested
2608,it no thank you i wouldn t i completely understand that but these new and fordable plans have just been,8,it no thank you i wouldn t i completely understand that but these new and fordable plans have just been,not_intrested
2612,it i know i wouldn t thank you very much by i can,8,it i know i wouldn t thank you very much by i can,not_intrested
2619,it not on a fixed income and not also security i,8,it not on a fixed income and not also security i,not_intrested
2621,it how,8,it how,not_intrested
2622,no i don t think so who wants to dine,8,no i don t think so who wants to dine,not_intrested
2637,it you did you have opinion here a,8,it you did you have opinion here a,not_intrested
2646,it no i don t know i don t i m not the person you re looking for who you re loki for want it to,8,it no i don t know i don t i m not the person you re looking for who you re loki for want it to,not_intrested
2649,it oh thank you i,8,it oh thank you i,not_intrested
2653,it no no thank you completely antic sorry have a good desk,8,it no no thank you completely antic sorry have a good desk,not_intrested
2661,it no man,8,it no man,not_intrested
2664,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more,8,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more,not_intrested
2670,it no i completely understand that,8,it no i completely understand that,not_intrested
2671,are you pretty good,8,are you pretty good,not_intrested
2696,it no,8,it no,not_intrested
2714,completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now if you like like to yes please,8,completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now if you like like to yes please,not_intrested
2717,it let no one be answered because of his freedom,8,it let no one be answered because of his freedom,not_intrested
2720,to her i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information,8,to her i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information,not_intrested
2724,it man the man would do,8,it man the man would do,not_intrested
2727,i don t have a fixed in income i work more than i get paid for so i don t really need your services by this disqualify you,8,i don t have a fixed in income i work more than i get paid for so i don t really need your services by this disqualify you,not_intrested
2729,it no no no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,8,it no no no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,not_intrested
2732,what s this about i don t need no sense senior citizens care i,8,what s this about i don t need no sense senior citizens care i,not_intrested
2736,it i don t make the note i completely,8,it i don t make the note i completely,not_intrested
2744,no thank you i completely understand that one,8,no thank you i completely understand that one,not_intrested
2746,it no among you,8,it no among you,not_intrested
2752,it no thank you i completely understand that but these new and fordable plans have just been approved in your state and ever,8,it no thank you i completely understand that but these new and fordable plans have just been approved in your state and ever,not_intrested
2753,it no take me off your cover only take me off your calling list,8,it no take me off your cover only take me off your calling list,not_intrested
2767,it no i completely understand that but these new and fordable plans have just been approved in your state and,8,it no i completely understand that but these new and fordable plans have just been approved in your state and,not_intrested
2774,it no i don t think so at the time thank you have a good day i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product calling you yes i said i m not interested at this time thank you and have a good day,8,it no i don t think so at the time thank you have a good day i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product calling you yes i said i m not interested at this time thank you and have a good day,not_intrested
2796,no thanks thanks jinny thank you i completely understand that,8,no thanks thanks jinny thank you i completely understand that,not_intrested
2800,it no by,8,it no by,not_intrested
2820,it now max,8,it now max,not_intrested
2827,no ma am thank you appreciated but no i completely understand that,8,no ma am thank you appreciated but no i completely understand that,not_intrested
2835,it i can t afford it right now thank you,8,it i can t afford it right now thank you,not_intrested
2842,no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information,8,no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information,not_intrested
2846,it not very nice to look forward to is it i,8,it not very nice to look forward to is it i,not_intrested
2853,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified on far better than the one phone,8,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified on far better than the one phone,not_intrested
2855,it now i m fine thank you and as i did go help me or i was for a living living all right thank you i completely understand that but these new fordable plans have just been approved,8,it now i m fine thank you and as i did go help me or i was for a living living all right thank you i completely understand that but these new fordable plans have just been approved,not_intrested
2857,it it never is i don t mean this about,8,it it never is i don t mean this about,not_intrested
2864,it no thank you have a good day my boy i can,8,it no thank you have a good day my boy i can,not_intrested
2865,out by noon i completely understand that at these new affairs,8,out by noon i completely understand that at these new affairs,not_intrested
2874,it i am not one of those,8,it i am not one of those,not_intrested
2883,no i,8,no i,not_intrested
2904,you i completely understand that but these new fordable plans have dead workers in your state i m workin,8,you i completely understand that but these new fordable plans have dead workers in your state i m workin,not_intrested
2944,i am not old and but for you this,8,i am not old and but for you this,not_intrested
2945,it no ma am i do not i don t need one i thank you though i completely understand that but these new fordable and adjustment like you,8,it no ma am i do not i don t need one i thank you though i completely understand that but these new fordable and adjustment like you,not_intrested
2955,no not at the moment i,8,no not at the moment i,not_intrested
2958,no ma am,8,no ma am,not_intrested
2959,ho i completely understand that but these new and fordable plans,8,ho i completely understand that but these new and fordable plans,not_intrested
2966,i m done great i don t let nothin this call is about a new state regulated final expense insurance plan which cover all they are all about her already by number it is is would you like to learn more about it but no i completely understand that but these new fordable plans have just been improved on yours,8,i m done great i don t let nothin this call is about a new state regulated final expense insurance plan which cover all they are all about her already by number it is is would you like to learn more about it but no i completely understand that but these new fordable plans have just been improved on yours,not_intrested
2974,it no thanks i completely,8,it no thanks i completely,not_intrested
2986,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you i m not interested ted,8,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you i m not interested ted,not_intrested
2997,it no no thank you i completely understand that,8,it no no thank you i completely understand that,not_intrested
3003,it the only thing that i don t need,8,it the only thing that i don t need,not_intrested
3018,it no i would not i complained,8,it no i would not i complained,not_intrested
3029,it now i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now right now,8,it now i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now right now,not_intrested
3032,it i don t i completely understand leather with it sure is off i ve ninety eight and leave my kit,8,it i don t i completely understand leather with it sure is off i ve ninety eight and leave my kit,not_intrested
3041,it no she s just going to throw me over the hill when i die i don t need it in the funeral expenses really i completely understand that hullo would you like to learn more about it,8,it no she s just going to throw me over the hill when i die i don t need it in the funeral expenses really i completely understand that hullo would you like to learn more about it,not_intrested
3042,it no i m not rested i completely understand that,8,it no i m not rested i completely understand that,not_intrested
3048,it i would not i,8,it i would not i,not_intrested
3051,the time you learn more about it,8,the time you learn more about it,not_intrested
3054,it now can you understand good bye i completely understand that but these new fordable plans have just been been approved in your state and everyone qualified so our product specialists can give you more,8,it now can you understand good bye i completely understand that but these new fordable plans have just been been approved in your state and everyone qualified so our product specialists can give you more,not_intrested
3075,one,8,one,not_intrested
3086,more about it i am not sure said i m no weird yet humph,8,more about it i am not sure said i m no weird yet humph,not_intrested
3094,it mama pike,8,it mama pike,not_intrested
3102,it no i completely understand that but these how do i get removed from your list,8,it no i completely understand that but these how do i get removed from your list,not_intrested
3114,i don t know,8,i don t know,not_intrested
3129,it no matter i can,8,it no matter i can,not_intrested
3131,it no thank you i completely understand that but the,8,it no thank you i completely understand that but the,not_intrested
3133,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can,8,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can,not_intrested
3144,it i ain t dead yet but i m almost dead now i ain t ready yet i completely understand that but these new fordable plans have just been approved,8,it i ain t dead yet but i m almost dead now i ain t ready yet i completely understand that but these new fordable plans have just been approved,not_intrested
3152,it no not really i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our products,8,it no not really i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our products,not_intrested
3156,it no i m sorry i completely understand that but the,8,it no i m sorry i completely understand that but the,not_intrested
3161,not at all i completely understand that but these new fordable plans have not been approved you,8,not at all i completely understand that but these new fordable plans have not been approved you,not_intrested
3164,it no bah i completely understood,8,it no bah i completely understood,not_intrested
3178,it o i completely understand that but the fordable plans have just been approved,8,it o i completely understand that but the fordable plans have just been approved,not_intrested
3192,sorry my arrangements are already made thank you i completely understand that for these new and fordable plants,8,sorry my arrangements are already made thank you i completely understand that for these new and fordable plants,not_intrested
3202,ador then slowly,8,ador then slowly,not_intrested
3206,it i thank you to qualify,8,it i thank you to qualify,not_intrested
3208,it note i completely understand that but these new,8,it note i completely understand that but these new,not_intrested
3213,it i lately understood,8,it i lately understood,not_intrested
3223,it go,8,it go,not_intrested
3225,it well i,8,it well i,not_intrested
3229,it no i completely understand that but these new fordable plans have just been approved in your sale and everyone qualified,8,it no i completely understand that but these new fordable plans have just been approved in your sale and everyone qualified,not_intrested
3244,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information,8,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information,not_intrested
3249,it no thank you i completely understand that but these new,8,it no thank you i completely understand that but these new,not_intrested
3251,no ma am i thank you a complete,8,no ma am i thank you a complete,not_intrested
3252,learn more about it and i don t think i m going to die any time soon thank you though to qualify you for the plan are you between the,8,learn more about it and i don t think i m going to die any time soon thank you though to qualify you for the plan are you between the,not_intrested
3254,it no thanks for calling anyway,8,it no thanks for calling anyway,not_intrested
3255,it no i would not i come sweetly and,8,it no i would not i come sweetly and,not_intrested
3256,i don t i don t want any insurance great,8,i don t i don t want any insurance great,not_intrested
3270,it no i m in good shape and i don t care i do all kinds of good things though i don t need any thank you i completely understand that but the,8,it no i m in good shape and i don t care i do all kinds of good things though i don t need any thank you i completely understand that but the,not_intrested
3271,it i completely understand that but thee,8,it i completely understand that but thee,not_intrested
3274,no i completely understand that but these new fordable plans have just been approved in your state and ever,8,no i completely understand that but these new fordable plans have just been approved in your state and ever,not_intrested
3282,it so we all are or so there are who call you now i like taking what was that i,8,it so we all are or so there are who call you now i like taking what was that i,not_intrested
3295,me than you,8,me than you,not_intrested
3299,in talk but not good this,8,in talk but not good this,not_intrested
3307,it yes i,8,it yes i,not_intrested
3315,this,8,this,not_intrested
3331,it now let me tell you something my son owns faunal holmes an he s goin take care of mine it s all done thank you,8,it now let me tell you something my son owns faunal holmes an he s goin take care of mine it s all done thank you,not_intrested
3332,it not far away i,8,it not far away i,not_intrested
3342,it no thank you good bye i completely,8,it no thank you good bye i completely,not_intrested
3346,i don t care to talk thank you,8,i don t care to talk thank you,not_intrested
3348,it i know i wouldn t,8,it i know i wouldn t,not_intrested
3360,it no i think i ll pass thank you i completely understand that but these new,8,it no i think i ll pass thank you i completely understand that but these new,not_intrested
3366,it no at all i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now if you like if you like,8,it no at all i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now if you like if you like,not_intrested
3377,it no ma am thank you i completely understand that but these new fordable plans have just been approved,8,it no ma am thank you i completely understand that but these new fordable plans have just been approved,not_intrested
3384,it and o,8,it and o,not_intrested
3385,it though i can,8,it though i can,not_intrested
3386,it no thank you i completely understand that but,8,it no thank you i completely understand that but,not_intrested
3391,it no i completely understand that but these new fordable plants have just been approved in your state and everyone qualified to,8,it no i completely understand that but these new fordable plants have just been approved in your state and everyone qualified to,not_intrested
3401,more about it no thank you as completely,8,more about it no thank you as completely,not_intrested
3404,now missus bury me,8,now missus bury me,not_intrested
3406,it no i don t think so i think i,8,it no i don t think so i think i,not_intrested
3407,it no cause i m not on to security and am not retired and i don t blame on being retired for another at least seventeen years thanks,8,it no cause i m not on to security and am not retired and i don t blame on being retired for another at least seventeen years thanks,not_intrested
3418,it no woman i am late,8,it no woman i am late,not_intrested
3432,it no already died and went to heaven,8,it no already died and went to heaven,not_intrested
3434,it no i ll tell you what i am looking for i m looking for people that would come like house to the heads after his appointment or some of them it would take you,8,it no i ll tell you what i am looking for i m looking for people that would come like house to the heads after his appointment or some of them it would take you,not_intrested
3448,it now i can thank you anyway,8,it now i can thank you anyway,not_intrested
3470,it no i got no money on a rope i completely understand that but these new,8,it no i got no money on a rope i completely understand that but these new,not_intrested
3474,it no i wouldn t not because i m just about gone,8,it no i wouldn t not because i m just about gone,not_intrested
3484,no thanks i,8,no thanks i,not_intrested
3486,it no i don t think so thank you,8,it no i don t think so thank you,not_intrested
3494,no thank you i ve heard it over and over and over i completely understand that but these new fordable plans have just been approved,8,no thank you i ve heard it over and over and over i completely understand that but these new fordable plans have just been approved,not_intrested
3495,it no i would not i,8,it no i would not i,not_intrested
3497,foot of,8,foot of,not_intrested
3501,it though i completely understand that,8,it though i completely understand that,not_intrested
3510,it now i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now for you at the price prices don t mean it you hear me,8,it now i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now for you at the price prices don t mean it you hear me,not_intrested
3518,it no ma am i don t need to right now i m not that mama,8,it no ma am i don t need to right now i m not that mama,not_intrested
3520,it not this time no i,8,it not this time no i,not_intrested
3521,it rome,8,it rome,not_intrested
3539,it no thank you good bye i completely understand that,8,it no thank you good bye i completely understand that,not_intrested
3544,it lo i,8,it lo i,not_intrested
3548,it no ma am already have all that covered i,8,it no ma am already have all that covered i,not_intrested
3555,it no no,8,it no no,not_intrested
3557,it no i don t i completely understand that he knew,8,it no i don t i completely understand that he knew,not_intrested
3561,it no thanks,8,it no thanks,not_intrested
3563,no i completely understand that but these new fordable plans have just been approved in your little everyone,8,no i completely understand that but these new fordable plans have just been approved in your little everyone,not_intrested
3565,it no i m not office yet,8,it no i m not office yet,not_intrested
3572,it no thanks anyway you have a nice day,8,it no thanks anyway you have a nice day,not_intrested
3576,it no thank you complete,8,it no thank you complete,not_intrested
3580,it i know i would not be interested good bye i,8,it i know i would not be interested good bye i,not_intrested
3582,it now i completely understand that i give up you ll do my collies kin you do that,8,it now i completely understand that i give up you ll do my collies kin you do that,not_intrested
3612,him either,8,him either,not_intrested
3620,it no no i,8,it no no i,not_intrested
3622,now one completely,8,now one completely,not_intrested
3673,no i completely understand that but these new fordable plans have just been approved in your state and everyone,8,no i completely understand that but these new fordable plans have just been approved in your state and everyone,not_intrested
3681,it no i certainly don t i,8,it no i certainly don t i,not_intrested
3683,it no thank you i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified so our product specialists can give you,8,it no thank you i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified so our product specialists can give you,not_intrested
3696,now i completely understand that but these new fordable plans have just been approved in your state and everyone qualified you are products,8,now i completely understand that but these new fordable plans have just been approved in your state and everyone qualified you are products,not_intrested
3699,it no i m joining my body to science,8,it no i m joining my body to science,not_intrested
3700,it more i,8,it more i,not_intrested
3701,it and more about it no,8,it and more about it no,not_intrested
3724,no natalie i m ninety two i m by rate of going on,8,no natalie i m ninety two i m by rate of going on,not_intrested
3725,you know me on her bout me goin,8,you know me on her bout me goin,not_intrested
3730,abe,8,abe,not_intrested
3736,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualifies are you plucking deaf i said no one,8,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualifies are you plucking deaf i said no one,not_intrested
3750,thank you,8,thank you,not_intrested
3755,it oh i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information,8,it oh i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information,not_intrested
3773,no i have one i,8,no i have one i,not_intrested
3777,would you sam micham information in the mail about it anything mean,8,would you sam micham information in the mail about it anything mean,not_intrested
3779,or no,8,or no,not_intrested
3780,it no thank you have a good day i completely understand that are those new portable plan,8,it no thank you have a good day i completely understand that are those new portable plan,not_intrested
3784,it i d like you to talk to me question and completely understand that but these new fordable plans have just been approved in your state and everyone qualified paper can you hear me are arrested if you ll answer my question,8,it i d like you to talk to me question and completely understand that but these new fordable plans have just been approved in your state and everyone qualified paper can you hear me are arrested if you ll answer my question,not_intrested
3786,it no i com,8,it no i com,not_intrested
3789,it no i don t think so hallo i completely understand that but these new fordable plans have just been approved in your state and everyone trollope too,8,it no i don t think so hallo i completely understand that but these new fordable plans have just been approved in your state and everyone trollope too,not_intrested
3803,it no not,8,it no not,not_intrested
3805,it so,8,it so,not_intrested
3807,ah i don t think so i don t call a number near don t call this number number you call it every day call it to people who need it thank you and and,8,ah i don t think so i don t call a number near don t call this number number you call it every day call it to people who need it thank you and and,not_intrested
3815,no i believe not i,8,no i believe not i,not_intrested
3822,it don t have the money ma am i couldn t afford it if it was practically free thank you i completely understand understand that but,8,it don t have the money ma am i couldn t afford it if it was practically free thank you i completely understand understand that but,not_intrested
3823,it no thank you great day i come on,8,it no thank you great day i come on,not_intrested
3826,it no i completely understand that but these new fordable plans have dreadfully improved in your state please take me off your calling list,8,it no i completely understand that but these new fordable plans have dreadfully improved in your state please take me off your calling list,not_intrested
3827,ttodayall right this calls a man regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for for the people on fixed income or social security security would you like to learn more about it or more about it no thank you,8,ttodayall right this calls a man regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for for the people on fixed income or social security security would you like to learn more about it or more about it no thank you,not_intrested
3828,it no i wouldn t thank you good bye completely,8,it no i wouldn t thank you good bye completely,not_intrested
3834,you no thanks,8,you no thanks,not_intrested
3838,it no mamma not only the one like you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified thorpe,8,it no mamma not only the one like you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified thorpe,not_intrested
3841,it ah no thank you are to me aye where am i going to go in peter what i,8,it ah no thank you are to me aye where am i going to go in peter what i,not_intrested
3843,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified to our proper,8,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified to our proper,not_intrested
3852,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so,8,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so,not_intrested
3864,no thank you to qualify you for your plan,8,no thank you to qualify you for your plan,not_intrested
3874,it i was there at the tea you know,8,it i was there at the tea you know,not_intrested
3878,it ah no i don t think so i,8,it ah no i don t think so i,not_intrested
3890,it well i ll take a lesson on it i don t know,8,it well i ll take a lesson on it i don t know,not_intrested
3892,it no i do not i completely understand that but these new fordable plans have just been approved in your state,8,it no i do not i completely understand that but these new fordable plans have just been approved in your state,not_intrested
3909,it and though i wouldn t thank you yes i,8,it and though i wouldn t thank you yes i,not_intrested
3933,it no insistence i,8,it no insistence i,not_intrested
3936,it mail letters to me to qualify you for the plan,8,it mail letters to me to qualify you for the plan,not_intrested
3953,no i wouldn t thank you,8,no i wouldn t thank you,not_intrested
3955,it no thanks i completely understand that but these new,8,it no thanks i completely understand that but these new,not_intrested
3962,it now thank you i,8,it now thank you i,not_intrested
3963,it i do thank you,8,it i do thank you,not_intrested
3964,it oh no i guess not i completely understand that but these new effort plans have just been approved,8,it oh no i guess not i completely understand that but these new effort plans have just been approved,not_intrested
3967,it indeed you scare me,8,it indeed you scare me,not_intrested
3982,it i realize i want iria thank you,8,it i realize i want iria thank you,not_intrested
3985,completely understand that but these new fordable plans have just been approved in your state and everyone qualified to,8,completely understand that but these new fordable plans have just been approved in your state and everyone qualified to,not_intrested
3986,no i wouldn t thank you very much for calling i completely understand them,8,no i wouldn t thank you very much for calling i completely understand them,not_intrested
3994,it no thanks i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,8,it no thanks i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,not_intrested
4000,no ma am i,8,no ma am i,not_intrested
4003,it and no thank you don t think you any more about it mum thank you to qualify you for,8,it and no thank you don t think you any more about it mum thank you to qualify you for,not_intrested
4016,it now i can,8,it now i can,not_intrested
4021,it no i m good on it thank you i completely understand that,8,it no i m good on it thank you i completely understand that,not_intrested
4029,more about it no i,8,more about it no i,not_intrested
4036,it ave a go,8,it ave a go,not_intrested
4042,no thank you completely,8,no thank you completely,not_intrested
4044,it no i completely understand that but these new fordable plans have just been approved in your state not interested thank you,8,it no i completely understand that but these new fordable plans have just been approved in your state not interested thank you,not_intrested
4046,leave it up to my ancestors to take care of my burial i don t think i need anything i appreciate it though thank you,8,leave it up to my ancestors to take care of my burial i don t think i need anything i appreciate it though thank you,not_intrested
4050,it no i don t thank you i i completely understand that,8,it no i don t thank you i i completely understand that,not_intrested
4057,it no i do not,8,it no i do not,not_intrested
4069,no this,8,no this,not_intrested
4080,it no i can,8,it no i can,not_intrested
4088,it i know better days so i know,8,it i know better days so i know,not_intrested
4091,it mum,8,it mum,not_intrested
4092,not really thank you i,8,not really thank you i,not_intrested
4099,it no cause i ve told someone about it the death having what i got i can t afford that,8,it no cause i ve told someone about it the death having what i got i can t afford that,not_intrested
4107,oh,8,oh,not_intrested
4110,nom de ole thank you,8,nom de ole thank you,not_intrested
4112,it no no no i,8,it no no no i,not_intrested
4120,ok but i only know that,8,ok but i only know that,not_intrested
4141,it no i confess i was in that,8,it no i confess i was in that,not_intrested
4155,i ll go and find i don t need your help thank you great,8,i ll go and find i don t need your help thank you great,not_intrested
4157,it mamacita over,8,it mamacita over,not_intrested
4167,it no ma am thank you completely,8,it no ma am thank you completely,not_intrested
4188,it no please i,8,it no please i,not_intrested
4201,mary oh,8,mary oh,not_intrested
4206,it oh no not at this point thank you though i can,8,it oh no not at this point thank you though i can,not_intrested
4207,don t care this,8,don t care this,not_intrested
4214,it i ve been buried already i,8,it i ve been buried already i,not_intrested
4215,don t need it,8,don t need it,not_intrested
4217,it no i completely understand that but these new fordable plans have just,8,it no i completely understand that but these new fordable plans have just,not_intrested
4223,i m not i,8,i m not i,not_intrested
4229,it i don t have a social figure because i,8,it i don t have a social figure because i,not_intrested
4236,it no i would not i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,8,it no i would not i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,not_intrested
4240,no i would not,8,no i would not,not_intrested
4255,it no ma,8,it no ma,not_intrested
4262,it no i completely understand that but these new fordable plans have just been posted in lois,8,it no i completely understand that but these new fordable plans have just been posted in lois,not_intrested
4266,every day i understand but it s not going to take much time i have a product special,8,every day i understand but it s not going to take much time i have a product special,not_intrested
4272,it thou i,8,it thou i,not_intrested
4278,i don t mean anyhow this,8,i don t mean anyhow this,not_intrested
4285,i m not old amy,8,i m not old amy,not_intrested
4294,we don t take in,8,we don t take in,not_intrested
4312,i m not a senior citizen to,8,i m not a senior citizen to,not_intrested
4313,it chip,8,it chip,not_intrested
4314,if you re satisfied with the message press on to listen to your message press two to erase and re record press three to continue recording where you left left off press for,8,if you re satisfied with the message press on to listen to your message press two to erase and re record press three to continue recording where you left left off press for,not_intrested
4319,sake and to thank you thank you grace,8,sake and to thank you thank you grace,not_intrested
4325,it no ma am i wouldn t and you have a good day i may,8,it no ma am i wouldn t and you have a good day i may,not_intrested
4326,it no ma am i thank you for going but not right now my son to look into it for one can completely understand that these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now if you like if you like the prices you can go on otherwise no obligation on your part o thank you very much,8,it no ma am i thank you for going but not right now my son to look into it for one can completely understand that these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now if you like if you like the prices you can go on otherwise no obligation on your part o thank you very much,not_intrested
4332,it nero i completely understand that but these new fordable plans have just been approved in your state and everyone calls no never,8,it nero i completely understand that but these new fordable plans have just been approved in your state and everyone calls no never,not_intrested
4335,know it i have liked her the more i m doing great things are acting cause about regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses record your message after the beat when you ve finished you may hang up or press pound to review or re record your message oh yes,8,know it i have liked her the more i m doing great things are acting cause about regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses record your message after the beat when you ve finished you may hang up or press pound to review or re record your message oh yes,not_intrested
4338,i m not on either one i,8,i m not on either one i,not_intrested
4342,it now remember what took place i,8,it now remember what took place i,not_intrested
4346,it do,8,it do,not_intrested
4349,it but by it now,8,it but by it now,not_intrested
4357,more about it love,8,more about it love,not_intrested
4372,it no i don t need it,8,it no i don t need it,not_intrested
4393,it no i m set here to thank you i,8,it no i m set here to thank you i,not_intrested
4395,it no i completely understand that but these new fordable plan suggest,8,it no i completely understand that but these new fordable plan suggest,not_intrested
4413,it no thank you i completely understand that but these new and fordable plans have just been approved,8,it no thank you i completely understand that but these new and fordable plans have just been approved,not_intrested
4446,it absolutely not leave me alone and don t call back to qualify you for the plan,8,it absolutely not leave me alone and don t call back to qualify you for the plan,not_intrested
4447,it i m not on fixed income or social security i,8,it i m not on fixed income or social security i,not_intrested
4449,it no no thank you i completely understand that but these new and fordable plans,8,it no no thank you i completely understand that but these new and fordable plans,not_intrested
4451,it no besides anyway i can preach,8,it no besides anyway i can preach,not_intrested
4460,it no thank you the boy,8,it no thank you the boy,not_intrested
4493,it lo,8,it lo,not_intrested
4494,it no i completely understand that but these new and fordable plans have just been approved in your state and every,8,it no i completely understand that but these new and fordable plans have just been approved in your state and every,not_intrested
4500,it no i completely understand that but these new and fordable plans have just been approved,8,it no i completely understand that but these new and fordable plans have just been approved,not_intrested
4516,it well i don t think so dear i use myself,8,it well i don t think so dear i use myself,not_intrested
